code,name,condition
S42211P,"Unspecified displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42212K,"Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42212P,"Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42213K,"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42213P,"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42214K,"Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42214P,"Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42215K,"Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42215P,"Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42216K,"Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42216P,"Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42221K,"2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42221P,"2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42222K,"2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42222P,"2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42223K,"2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42223P,"2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42224K,"2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42224P,"2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42225K,"2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42225P,"2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42226K,"2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42226P,"2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42231K,"3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42231P,"3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42232K,"3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42232P,"3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42239K,"3-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42239P,"3-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42241K,"4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42241P,"4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42242K,"4-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42242P,"4-part fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42249K,"4-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42249P,"4-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42251K,"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42251P,"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42252K,"Displaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42252P,"Displaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42253K,"Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42253P,"Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42254K,"Nondisplaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42254P,"Nondisplaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42255K,"Nondisplaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42255P,"Nondisplaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42256K,"Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42256P,"Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42261K,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42261P,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42262K,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42262P,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42263K,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42263P,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42264K,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42264P,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42265K,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42265P,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42266K,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42266P,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42271K,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42271P,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42272K,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42272P,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42279K,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42279P,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42291K,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42291P,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42292K,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42292P,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42293K,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42293P,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42294K,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42294P,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42295K,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42295P,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42296K,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42296P,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42301K,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42301P,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42302K,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42302P,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42309K,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42309P,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42311K,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42311P,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42312K,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42312P,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42319K,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42319P,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42321K,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42321P,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42322K,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42322P,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42323K,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42323P,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42324K,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42324P,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42325K,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42325P,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42326K,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42326P,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42331K,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42331P,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42332K,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42332P,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42333K,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42333P,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42334K,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42334P,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42335K,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42335P,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42336K,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42336P,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42341K,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42341P,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42342K,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42342P,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42343K,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42343P,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42344K,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42344P,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42345K,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42345P,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42346K,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42346P,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42351K,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42351P,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42352K,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42352P,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42353K,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42353P,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42354K,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42354P,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42355K,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42355P,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42356K,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42356P,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42361K,"Displaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42361P,"Displaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42362K,"Displaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42362P,"Displaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42363K,"Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42363P,"Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42364K,"Nondisplaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42364P,"Nondisplaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42365K,"Nondisplaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42365P,"Nondisplaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42366K,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42366P,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42391K,"Other fracture of shaft of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42391P,"Other fracture of shaft of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42392K,"Other fracture of shaft of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42392P,"Other fracture of shaft of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42399K,"Other fracture of shaft of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42399P,"Other fracture of shaft of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42401K,"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42401P,"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42402K,"Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42402P,"Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42409K,"Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42409P,"Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42411K,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42411P,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42412K,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42412P,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42413K,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42413P,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42414K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42414P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42415K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42415P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42416K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42416P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42421K,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42421P,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42422K,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42422P,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42423K,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42423P,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42424K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42424P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42425K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42425P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42426K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42426P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42431K,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
