code,name
C801,"MALIGNANT (PRIMARY) NEOPLASM, UNSPECIFIED"
C802,MALIGNANT NEOPLASM ASSOCIATED WITH TRANSPLANTED ORGAN
C8100,"NODULAR LYMPHOCYTE PREDOMINANT HODGKIN LYMPHOMA, UNSP SITE"
C8101,"NODLR LYMPHOCY PREDOM HDGKN LYMPH, NODES OF HEAD, FACE, & NK"
C8102,"NODULAR LYMPHOCY PREDOM HODGKIN LYMPHOMA, INTRATHORAC NODES"
C8103,"NODULAR LYMPHOCYTE PREDOM HODGKIN LYMPHOMA, INTRA-ABD NODES"
C8104,"NODLR LYMPHOCY PREDOM HDGKN LYMPH, NODES OF AXLA AND UPR LMB"
C8105,"NODLR LYMPHOCY PREDOM HDGKN LYMPH,NODES OF ING RGN & LOW LMB"
C8106,"NODULAR LYMPHOCYTE PREDOM HODGKIN LYMPHOMA, INTRAPELV NODES"
C8107,"NODULAR LYMPHOCYTE PREDOMINANT HODGKIN LYMPHOMA, SPLEEN"
C8108,"NODULAR LYMPHOCYTE PREDOM HODGKIN LYMPHOMA, NODES MULT SITE"
C8109,"NODLR LYMPHOCY PREDOM HDGKN LYMPH, EXTRNOD & SOLID ORG SITE"
C8110,"NODULAR SCLEROSIS CLASSICAL HODGKIN LYMPHOMA, UNSP SITE"
C8110,"NODULAR SCLEROSIS HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8111,"NODLR SCLER CLASS HDGKN LYMPH, NODES OF HEAD, FACE, AND NECK"
C8111,"NODULAR SCLER HODGKIN LYMPH, NODES OF HEAD, FACE, AND NECK"
C8112,"NODULAR SCLEROSIS CLASS HODGKIN LYMPHOMA, INTRATHORAC NODES"
C8112,"NODULAR SCLEROSIS HODGKIN LYMPHOMA, INTRATHORAC LYMPH NODES"
C8113,"NODULAR SCLEROSIS CLASS HODGKIN LYMPHOMA, INTRA-ABD NODES"
C8113,"NODULAR SCLEROSIS HODGKIN LYMPHOMA, INTRA-ABD LYMPH NODES"
C8114,"NODLR SCLER CLASS HDGKN LYMPH, NODES OF AXLA AND UPPER LIMB"
C8114,"NODULAR SCLER HODGKIN LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8115,"NODLR SCLER CLASS HDGKN LYMPH, NODES OF ING RGN AND LOW LIMB"
C8115,"NODLR SCLER HDGKN LYMPH, NODES OF ING REGION AND LOWER LIMB"
C8116,"NODULAR SCLEROSIS CLASS HODGKIN LYMPHOMA, INTRAPELV NODES"
C8116,"NODULAR SCLEROSIS HODGKIN LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8117,"NODULAR SCLEROSIS CLASSICAL HODGKIN LYMPHOMA, SPLEEN"
C8117,"NODULAR SCLEROSIS HODGKIN LYMPHOMA, SPLEEN"
C8118,"NODULAR SCLEROSIS CLASS HODGKIN LYMPHOMA, NODES MULT SITE"
C8118,"NODULAR SCLEROSIS HODGKIN LYMPHOMA, LYMPH NODES MULT SITE"
C8119,"NODLR SCLER CLASS HDGKN LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8119,"NODULAR SCLER HODGKIN LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8120,"MIXED CELLULARITY CLASSICAL HODGKIN LYMPHOMA, UNSP SITE"
C8120,"MIXED CELLULARITY HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8121,"MIX CELLULAR CLASS HDGKN LYMPH, NODES OF HEAD, FACE, AND NK"
C8121,"MIXED CELLULAR HODGKIN LYMPH, NODES OF HEAD, FACE, AND NECK"
C8122,"MIXED CELLULAR CLASSICAL HODGKIN LYMPHOMA, INTRATHORAC NODES"
C8122,"MIXED CELLULARITY HODGKIN LYMPHOMA, INTRATHORAC LYMPH NODES"
C8123,"MIXED CELLULAR CLASSICAL HODGKIN LYMPHOMA, INTRA-ABD NODES"
C8123,"MIXED CELLULARITY HODGKIN LYMPHOMA, INTRA-ABD LYMPH NODES"
C8124,"MIX CELLULAR CLASS HDGKN LYMPH, NODES OF AXLA AND UPPER LIMB"
C8124,"MIXED CELLULAR HODGKIN LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8125,"MIX CELLULAR CLASS HDGKN LYMPH, NODES OF ING RGN AND LOW LMB"
C8125,"MIXED CELLULAR HDGKN LYMPH, NODES OF ING RGN AND LOWER LIMB"
C8126,"MIXED CELLULAR CLASSICAL HODGKIN LYMPHOMA, INTRAPELV NODES"
C8126,"MIXED CELLULARITY HODGKIN LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8127,"MIXED CELLULARITY CLASSICAL HODGKIN LYMPHOMA, SPLEEN"
C8127,"MIXED CELLULARITY HODGKIN LYMPHOMA, SPLEEN"
C8128,"MIXED CELLULAR CLASSICAL HODGKIN LYMPHOMA, NODES MULT SITE"
C8128,"MIXED CELLULARITY HODGKIN LYMPHOMA, LYMPH NODES MULT SITE"
C8129,"MIX CELLULAR CLASS HDGKN LYMPH, EXTRNOD AND SOLID ORG SITES"
C8129,"MIXED CELLULAR HODGKIN LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8130,"LYMPHOCYTE DEPLETED CLASSICAL HODGKIN LYMPHOMA, UNSP SITE"
C8130,"LYMPHOCYTE DEPLETED HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8131,"LYMPHOCY DEPLET CLASS HDGKN LYMPH, NODES OF HEAD, FACE, & NK"
C8131,"LYMPHOCY DEPLET HODGKIN LYMPH, NODES OF HEAD, FACE, AND NECK"
C8132,"LYMPHOCY DEPLETED CLASS HODGKIN LYMPHOMA, INTRATHORAC NODES"
C8132,"LYMPHOCYTE DEPLETED HODGKIN LYMPHOMA, INTRATHORAC NODES"
C8133,"LYMPHOCY DEPLETED CLASS HODGKIN LYMPHOMA, INTRA-ABD NODES"
C8133,"LYMPHOCYTE DEPLETED HODGKIN LYMPHOMA, INTRA-ABD LYMPH NODES"
C8134,"LYMPHOCY DEPLET CLASS HDGKN LYMPH, NODES OF AXLA AND UPR LMB"
C8134,"LYMPHOCY DEPLET HDGKN LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8135,"LYMPHOCY DEPLET CLASS HDGKN LYMPH,NODES OF ING RGN & LOW LMB"
C8135,"LYMPHOCY DEPLET HDGKN LYMPH, NODES OF ING RGN AND LOWER LIMB"
C8136,"LYMPHOCY DEPLETED CLASS HODGKIN LYMPHOMA, INTRAPELV NODES"
C8136,"LYMPHOCYTE DEPLETED HODGKIN LYMPHOMA, INTRAPELV LYMPH NODES"
C8137,"LYMPHOCYTE DEPLETED CLASSICAL HODGKIN LYMPHOMA, SPLEEN"
C8137,"LYMPHOCYTE DEPLETED HODGKIN LYMPHOMA, SPLEEN"
C8138,"LYMPHOCY DEPLETED CLASS HODGKIN LYMPHOMA, NODES MULT SITE"
C8138,"LYMPHOCYTE DEPLETED HODGKIN LYMPHOMA, LYMPH NODES MULT SITE"
C8139,"LYMPHOCY DEPLET CLASS HDGKN LYMPH, EXTRNOD & SOLID ORG SITE"
C8139,"LYMPHOCY DEPLET HODGKIN LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8140,"LYMPHOCYTE-RICH CLASSICAL HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8140,"LYMPHOCYTE-RICH HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8141,"LYMP-RICH CLASS HODGKIN LYMPH, NODES OF HEAD, FACE, AND NECK"
C8141,"LYMP-RICH HODGKIN LYMPHOMA, NODES OF HEAD, FACE, AND NECK"
C8142,"LYMP-RICH CLASSICAL HODGKIN LYMPHOMA, INTRATHORAC NODES"
C8142,"LYMPHOCYTE-RICH HODGKIN LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8143,"LYMP-RICH CLASSICAL HODGKIN LYMPHOMA, INTRA-ABD LYMPH NODES"
C8143,"LYMPHOCYTE-RICH HODGKIN LYMPHOMA, INTRA-ABD LYMPH NODES"
C8144,"LYMP-RICH CLASS HDGKN LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8144,"LYMP-RICH HODGKIN LYMPHOMA, NODES OF AXILLA AND UPPER LIMB"
C8145,"LYMP-RICH CLASS HDGKN LYMPH, NODES OF ING RGN AND LOWER LIMB"
C8145,"LYMP-RICH HODGKIN LYMPH, NODES OF ING REGION AND LOWER LIMB"
C8146,"LYMP-RICH CLASSICAL HODGKIN LYMPHOMA, INTRAPELV LYMPH NODES"
C8146,"LYMPHOCYTE-RICH HODGKIN LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8147,"LYMPHOCYTE-RICH CLASSICAL HODGKIN LYMPHOMA, SPLEEN"
C8147,"LYMPHOCYTE-RICH HODGKIN LYMPHOMA, SPLEEN"
C8148,"LYMP-RICH CLASSICAL HODGKIN LYMPHOMA, LYMPH NODES MULT SITE"
C8148,"LYMPHOCYTE-RICH HODGKIN LYMPHOMA, LYMPH NODES MULT SITE"
C8149,"LYMP-RICH CLASS HODGKIN LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8149,"LYMP-RICH HODGKIN LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
C8170,"OTHER CLASSICAL HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8170,"OTHER HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8171,"OTH CLASS HODGKIN LYMPHOMA, NODES OF HEAD, FACE, AND NECK"
C8171,"OTHER HODGKIN LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
C8172,"OTHER CLASSICAL HODGKIN LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8172,"OTHER HODGKIN LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8173,"OTH CLASSICAL HODGKIN LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8173,"OTHER HODGKIN LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8174,"OTH CLASS HODGKIN LYMPHOMA, NODES OF AXILLA AND UPPER LIMB"
C8174,"OTHER HODGKIN LYMPHOMA, LYMPH NODES OF AXILLA AND UPPER LIMB"
C8175,"OTH CLASS HODGKIN LYMPH, NODES OF ING REGION AND LOWER LIMB"
C8175,"OTHER HODGKIN LYMPHOMA, NODES OF ING REGION AND LOWER LIMB"
C8176,"OTHER CLASSICAL HODGKIN LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8176,"OTHER HODGKIN LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8177,"OTHER CLASSICAL HODGKIN LYMPHOMA, SPLEEN"
C8177,"OTHER HODGKIN LYMPHOMA, SPLEEN"
C8178,"OTH CLASSICAL HODGKIN LYMPHOMA, LYMPH NODES MULT SITE"
C8178,"OTHER HODGKIN LYMPHOMA, LYMPH NODES OF MULTIPLE SITES"
C8179,"OTH CLASS HODGKIN LYMPHOMA, EXTRNOD AND SOLID ORGAN SITES"
C8179,"OTHER HODGKIN LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
C8190,"HODGKIN LYMPHOMA, UNSPECIFIED, UNSPECIFIED SITE"
C8191,"HODGKIN LYMPHOMA, UNSP, LYMPH NODES OF HEAD, FACE, AND NECK"
C8192,"HODGKIN LYMPHOMA, UNSPECIFIED, INTRATHORACIC LYMPH NODES"
C8193,"HODGKIN LYMPHOMA, UNSPECIFIED, INTRA-ABDOMINAL LYMPH NODES"
C8194,"HODGKIN LYMPHOMA, UNSP, LYMPH NODES OF AXILLA AND UPPER LIMB"
C8195,"HODGKIN LYMPHOMA, UNSP, NODES OF ING REGION AND LOWER LIMB"
C8196,"HODGKIN LYMPHOMA, UNSPECIFIED, INTRAPELVIC LYMPH NODES"
C8197,"HODGKIN LYMPHOMA, UNSPECIFIED, SPLEEN"
C8198,"HODGKIN LYMPHOMA, UNSPECIFIED, LYMPH NODES OF MULTIPLE SITES"
C8199,"HODGKIN LYMPHOMA, UNSP, EXTRANODAL AND SOLID ORGAN SITES"
C8200,"FOLLICULAR LYMPHOMA GRADE I, UNSPECIFIED SITE"
C8201,"FOLLICULAR LYMPHOMA GRADE I, NODES OF HEAD, FACE, AND NECK"
C8202,"FOLLICULAR LYMPHOMA GRADE I, INTRATHORACIC LYMPH NODES"
C8203,"FOLLICULAR LYMPHOMA GRADE I, INTRA-ABDOMINAL LYMPH NODES"
C8204,"FOLLICULAR LYMPHOMA GRADE I, NODES OF AXILLA AND UPPER LIMB"
C8205,"FOLICLAR LYMPH GRADE I, NODES OF ING REGION AND LOWER LIMB"
C8206,"FOLLICULAR LYMPHOMA GRADE I, INTRAPELVIC LYMPH NODES"
C8207,"FOLLICULAR LYMPHOMA GRADE I, SPLEEN"
C8208,"FOLLICULAR LYMPHOMA GRADE I, LYMPH NODES OF MULTIPLE SITES"
C8209,"FOLLICULAR LYMPHOMA GRADE I, EXTRNOD AND SOLID ORGAN SITES"
C8210,"FOLLICULAR LYMPHOMA GRADE II, UNSPECIFIED SITE"
C8211,"FOLLICULAR LYMPHOMA GRADE II, NODES OF HEAD, FACE, AND NECK"
C8212,"FOLLICULAR LYMPHOMA GRADE II, INTRATHORACIC LYMPH NODES"
C8213,"FOLLICULAR LYMPHOMA GRADE II, INTRA-ABDOMINAL LYMPH NODES"
C8214,"FOLLICULAR LYMPHOMA GRADE II, NODES OF AXILLA AND UPPER LIMB"
C8215,"FOLICLAR LYMPH GRADE II, NODES OF ING REGION AND LOWER LIMB"
C8216,"FOLLICULAR LYMPHOMA GRADE II, INTRAPELVIC LYMPH NODES"
C8217,"FOLLICULAR LYMPHOMA GRADE II, SPLEEN"
C8218,"FOLLICULAR LYMPHOMA GRADE II, LYMPH NODES OF MULTIPLE SITES"
C8219,"FOLLICULAR LYMPHOMA GRADE II, EXTRNOD AND SOLID ORGAN SITES"
C8220,"FOLLICULAR LYMPHOMA GRADE III, UNSPECIFIED, UNSPECIFIED SITE"
C8221,"FOLICLAR LYMPH GRADE III, UNSP, NODES OF HEAD, FACE, AND NK"
C8222,"FOLLICULAR LYMPHOMA GRADE III, UNSP, INTRATHORAC LYMPH NODES"
C8223,"FOLLICULAR LYMPHOMA GRADE III, UNSP, INTRA-ABD LYMPH NODES"
C8224,"FOLICLAR LYMPH GRADE III, UNSP, NODES OF AXLA AND UPPER LIMB"
C8225,"FOLICLAR LYMPH GRADE III, UNSP, NODES OF ING RGN AND LOW LMB"
C8226,"FOLLICULAR LYMPHOMA GRADE III, UNSP, INTRAPELVIC LYMPH NODES"
C8227,"FOLLICULAR LYMPHOMA GRADE III, UNSPECIFIED, SPLEEN"
C8228,"FOLLICULAR LYMPHOMA GRADE III, UNSP, LYMPH NODES MULT SITE"
C8229,"FOLICLAR LYMPH GRADE III, UNSP, EXTRNOD AND SOLID ORG SITES"
C8230,"FOLLICULAR LYMPHOMA GRADE IIIA, UNSPECIFIED SITE"
C8231,"FOLICLAR LYMPHOMA GRADE IIIA, NODES OF HEAD, FACE, AND NECK"
C8232,"FOLLICULAR LYMPHOMA GRADE IIIA, INTRATHORACIC LYMPH NODES"
C8233,"FOLLICULAR LYMPHOMA GRADE IIIA, INTRA-ABDOMINAL LYMPH NODES"
C8234,"FOLICLAR LYMPHOMA GRADE IIIA, NODES OF AXILLA AND UPPER LIMB"
C8235,"FOLICLAR LYMPH GRADE IIIA, NODES OF ING RGN AND LOWER LIMB"
C8236,"FOLLICULAR LYMPHOMA GRADE IIIA, INTRAPELVIC LYMPH NODES"
C8237,"FOLLICULAR LYMPHOMA GRADE IIIA, SPLEEN"
C8238,"FOLLICULAR LYMPHOMA GRADE IIIA, LYMPH NODES MULT SITE"
C8239,"FOLICLAR LYMPHOMA GRADE IIIA, EXTRNOD AND SOLID ORGAN SITES"
C8240,"FOLLICULAR LYMPHOMA GRADE IIIB, UNSPECIFIED SITE"
C8241,"FOLICLAR LYMPHOMA GRADE IIIB, NODES OF HEAD, FACE, AND NECK"
C8242,"FOLLICULAR LYMPHOMA GRADE IIIB, INTRATHORACIC LYMPH NODES"
C8243,"FOLLICULAR LYMPHOMA GRADE IIIB, INTRA-ABDOMINAL LYMPH NODES"
C8244,"FOLICLAR LYMPHOMA GRADE IIIB, NODES OF AXILLA AND UPPER LIMB"
C8245,"FOLICLAR LYMPH GRADE IIIB, NODES OF ING RGN AND LOWER LIMB"
C8246,"FOLLICULAR LYMPHOMA GRADE IIIB, INTRAPELVIC LYMPH NODES"
C8247,"FOLLICULAR LYMPHOMA GRADE IIIB, SPLEEN"
C8248,"FOLLICULAR LYMPHOMA GRADE IIIB, LYMPH NODES MULT SITE"
C8249,"FOLICLAR LYMPHOMA GRADE IIIB, EXTRNOD AND SOLID ORGAN SITES"
C8250,"DIFFUSE FOLLICLE CENTER LYMPHOMA, UNSPECIFIED SITE"
C8251,"DIFFUSE FOLICL CENTER LYMPH, NODES OF HEAD, FACE, AND NECK"
C8252,"DIFFUSE FOLLICLE CENTER LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8253,"DIFFUSE FOLLICLE CENTER LYMPHOMA, INTRA-ABD LYMPH NODES"
C8254,"DIFFUSE FOLICL CENTER LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8255,"DIFFUS FOLICL CNTR LYMPH, NODES OF ING REGION AND LOWER LIMB"
C8256,"DIFFUSE FOLLICLE CENTER LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8257,"DIFFUSE FOLLICLE CENTER LYMPHOMA, SPLEEN"
C8258,"DIFFUSE FOLLICLE CENTER LYMPHOMA, LYMPH NODES MULT SITE"
C8259,"DIFFUSE FOLICL CENTER LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8260,"CUTANEOUS FOLLICLE CENTER LYMPHOMA, UNSPECIFIED SITE"
C8261,"CUTAN FOLICL CENTER LYMPHOMA, NODES OF HEAD, FACE, AND NECK"
C8262,"CUTANEOUS FOLLICLE CENTER LYMPHOMA, INTRATHORAC LYMPH NODES"
C8263,"CUTANEOUS FOLLICLE CENTER LYMPHOMA, INTRA-ABD LYMPH NODES"
C8264,"CUTAN FOLICL CENTER LYMPHOMA, NODES OF AXILLA AND UPPER LIMB"
C8265,"CUTAN FOLICL CNTR LYMPH, NODES OF ING REGION AND LOWER LIMB"
C8266,"CUTANEOUS FOLLICLE CENTER LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8267,"CUTANEOUS FOLLICLE CENTER LYMPHOMA, SPLEEN"
C8268,"CUTANEOUS FOLLICLE CENTER LYMPHOMA, LYMPH NODES MULT SITE"
C8269,"CUTAN FOLICL CENTER LYMPHOMA, EXTRNOD AND SOLID ORGAN SITES"
C8280,"OTHER TYPES OF FOLLICULAR LYMPHOMA, UNSPECIFIED SITE"
C8281,"OTH TYPES OF FOLICLAR LYMPH, NODES OF HEAD, FACE, AND NECK"
C8282,"OTH TYPES OF FOLLICULAR LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8283,"OTH TYPES OF FOLLICULAR LYMPHOMA, INTRA-ABD LYMPH NODES"
C8284,"OTH TYPES OF FOLICLAR LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8285,"OTH TYPES OF FOLICLAR LYMPH, NODES OF ING RGN AND LOWER LIMB"
C8286,"OTHER TYPES OF FOLLICULAR LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8287,"OTHER TYPES OF FOLLICULAR LYMPHOMA, SPLEEN"
C8288,"OTH TYPES OF FOLLICULAR LYMPHOMA, LYMPH NODES MULT SITE"
C8289,"OTH TYPES OF FOLICLAR LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8290,"FOLLICULAR LYMPHOMA, UNSPECIFIED, UNSPECIFIED SITE"
C8291,"FOLLICULAR LYMPHOMA, UNSP, NODES OF HEAD, FACE, AND NECK"
C8292,"FOLLICULAR LYMPHOMA, UNSPECIFIED, INTRATHORACIC LYMPH NODES"
C8293,"FOLLICULAR LYMPHOMA, UNSP, INTRA-ABDOMINAL LYMPH NODES"
C8294,"FOLLICULAR LYMPHOMA, UNSP, NODES OF AXILLA AND UPPER LIMB"
C8295,"FOLICLAR LYMPHOMA, UNSP, NODES OF ING REGION AND LOWER LIMB"
C8296,"FOLLICULAR LYMPHOMA, UNSPECIFIED, INTRAPELVIC LYMPH NODES"
C8297,"FOLLICULAR LYMPHOMA, UNSPECIFIED, SPLEEN"
C8298,"FOLLICULAR LYMPHOMA, UNSP, LYMPH NODES OF MULTIPLE SITES"
C8299,"FOLLICULAR LYMPHOMA, UNSP, EXTRANODAL AND SOLID ORGAN SITES"
C8300,"SMALL CELL B-CELL LYMPHOMA, UNSPECIFIED SITE"
C8301,"SMALL CELL B-CELL LYMPHOMA, NODES OF HEAD, FACE, AND NECK"
C8302,"SMALL CELL B-CELL LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8303,"SMALL CELL B-CELL LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8304,"SMALL CELL B-CELL LYMPHOMA, NODES OF AXILLA AND UPPER LIMB"
C8305,"SMALL CELL B-CELL LYMPH, NODES OF ING REGION AND LOWER LIMB"
C8306,"SMALL CELL B-CELL LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8307,"SMALL CELL B-CELL LYMPHOMA, SPLEEN"
C8308,"SMALL CELL B-CELL LYMPHOMA, LYMPH NODES OF MULTIPLE SITES"
C8309,"SMALL CELL B-CELL LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
C8310,"MANTLE CELL LYMPHOMA, UNSPECIFIED SITE"
C8311,"MANTLE CELL LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
C8312,"MANTLE CELL LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8313,"MANTLE CELL LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8314,"MANTLE CELL LYMPHOMA, LYMPH NODES OF AXILLA AND UPPER LIMB"
C8315,"MANTLE CELL LYMPHOMA, NODES OF ING REGION AND LOWER LIMB"
C8316,"MANTLE CELL LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8317,"MANTLE CELL LYMPHOMA, SPLEEN"
C8318,"MANTLE CELL LYMPHOMA, LYMPH NODES OF MULTIPLE SITES"
C8319,"MANTLE CELL LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
C8330,"DIFFUSE LARGE B-CELL LYMPHOMA, UNSPECIFIED SITE"
C8331,"DIFFUSE LARGE B-CELL LYMPHOMA, NODES OF HEAD, FACE, AND NECK"
C8332,"DIFFUSE LARGE B-CELL LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8333,"DIFFUSE LARGE B-CELL LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8334,"DIFFUSE LARGE B-CELL LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8335,"DIFFUS LARGE B-CELL LYMPH, NODES OF ING RGN AND LOWER LIMB"
C8336,"DIFFUSE LARGE B-CELL LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8337,"DIFFUSE LARGE B-CELL LYMPHOMA, SPLEEN"
C8338,"DIFFUSE LARGE B-CELL LYMPHOMA, LYMPH NODES OF MULTIPLE SITES"
C8339,"DIFFUSE LARGE B-CELL LYMPHOMA, EXTRNOD AND SOLID ORGAN SITES"
C8350,"LYMPHOBLASTIC (DIFFUSE) LYMPHOMA, UNSPECIFIED SITE"
C8351,"LYMPHOBLASTIC LYMPHOMA, NODES OF HEAD, FACE, AND NECK"
C8352,"LYMPHOBLASTIC (DIFFUSE) LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8353,"LYMPHOBLASTIC (DIFFUSE) LYMPHOMA, INTRA-ABD LYMPH NODES"
C8354,"LYMPHOBLASTIC LYMPHOMA, NODES OF AXILLA AND UPPER LIMB"
C8355,"LYMPHOBLASTIC LYMPHOMA, NODES OF ING REGION AND LOWER LIMB"
C8356,"LYMPHOBLASTIC (DIFFUSE) LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8357,"LYMPHOBLASTIC (DIFFUSE) LYMPHOMA, SPLEEN"
C8358,"LYMPHOBLASTIC (DIFFUSE) LYMPHOMA, LYMPH NODES MULT SITE"
C8359,"LYMPHOBLASTIC LYMPHOMA, EXTRNOD AND SOLID ORGAN SITES"
C8370,"BURKITT LYMPHOMA, UNSPECIFIED SITE"
C8371,"BURKITT LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
C8372,"BURKITT LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8373,"BURKITT LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8374,"BURKITT LYMPHOMA, LYMPH NODES OF AXILLA AND UPPER LIMB"
C8375,"BURKITT LYMPHOMA, NODES OF INGUINAL REGION AND LOWER LIMB"
C8376,"BURKITT LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8377,"BURKITT LYMPHOMA, SPLEEN"
C8378,"BURKITT LYMPHOMA, LYMPH NODES OF MULTIPLE SITES"
C8379,"BURKITT LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
C8380,"OTHER NON-FOLLICULAR LYMPHOMA, UNSPECIFIED SITE"
C8381,"OTH NON-FOLLIC LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
C8382,"OTHER NON-FOLLICULAR LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8383,"OTHER NON-FOLLICULAR LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8384,"OTH NON-FOLLIC LYMPHOMA, NODES OF AXILLA AND UPPER LIMB"
C8385,"OTH NON-FOLLIC LYMPHOMA, NODES OF ING REGION AND LOWER LIMB"
C8386,"OTHER NON-FOLLICULAR LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8387,"OTHER NON-FOLLICULAR LYMPHOMA, SPLEEN"
C8388,"OTHER NON-FOLLICULAR LYMPHOMA, LYMPH NODES OF MULTIPLE SITES"
C8389,"OTH NON-FOLLIC LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
C8390,"NON-FOLLICULAR (DIFFUSE) LYMPHOMA, UNSP, UNSPECIFIED SITE"
C8391,"NON-FOLLIC LYMPHOMA, UNSP, NODES OF HEAD, FACE, AND NECK"
C8392,"NON-FOLLIC (DIFFUSE) LYMPHOMA, UNSP, INTRATHORAC LYMPH NODES"
C8393,"NON-FOLLIC (DIFFUSE) LYMPHOMA, UNSP, INTRA-ABD LYMPH NODES"
C8394,"NON-FOLLIC LYMPHOMA, UNSP, NODES OF AXILLA AND UPPER LIMB"
C8395,"NON-FOLLIC LYMPH, UNSP, NODES OF ING REGION AND LOWER LIMB"
C8396,"NON-FOLLIC (DIFFUSE) LYMPHOMA, UNSP, INTRAPELVIC LYMPH NODES"
C8397,"NON-FOLLICULAR (DIFFUSE) LYMPHOMA, UNSPECIFIED, SPLEEN"
C8398,"NON-FOLLIC (DIFFUSE) LYMPHOMA, UNSP, LYMPH NODES MULT SITE"
C8399,"NON-FOLLIC LYMPHOMA, UNSP, EXTRNOD AND SOLID ORGAN SITES"
C8400,"MYCOSIS FUNGOIDES, UNSPECIFIED SITE"
C8401,"MYCOSIS FUNGOIDES, LYMPH NODES OF HEAD, FACE, AND NECK"
C8402,"MYCOSIS FUNGOIDES, INTRATHORACIC LYMPH NODES"
C8403,"MYCOSIS FUNGOIDES, INTRA-ABDOMINAL LYMPH NODES"
C8404,"MYCOSIS FUNGOIDES, LYMPH NODES OF AXILLA AND UPPER LIMB"
C8405,"MYCOSIS FUNGOIDES, NODES OF INGUINAL REGION AND LOWER LIMB"
C8406,"MYCOSIS FUNGOIDES, INTRAPELVIC LYMPH NODES"
C8407,"MYCOSIS FUNGOIDES, SPLEEN"
C8408,"MYCOSIS FUNGOIDES, LYMPH NODES OF MULTIPLE SITES"
C8409,"MYCOSIS FUNGOIDES, EXTRANODAL AND SOLID ORGAN SITES"
C8410,"SEZARY DISEASE, UNSPECIFIED SITE"
